age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
-1.2716718875414823,7,2,6,0,0,0,0,3,4,1.7324658022686,-0.20922828648908795,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7740043925469396,0.8365350928366287,0
0.37687537861268233,0,0,6,0,0,0,0,3,4,-0.25832382255311437,1.3484966336167474,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7705429488189235,0.8365350928366287,0
0.5708221158072899,0,0,6,0,2,0,1,3,1,-0.7766359142226731,0.5696341735638297,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7734274852589368,0.8365350928366287,0
0.47384874720998615,2,1,6,1,2,2,0,1,1,-0.8590946560791939,-0.20922828648908795,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.9575713578897059,0.7751582071229448,0.8365350928366287,0
0.9587155901965052,1,1,0,0,0,2,0,3,3,2.3253834222845344,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7728505779709345,0.8365350928366287,1
1.4435824331830243,7,1,1,1,2,0,0,3,3,0.27176808938166164,1.3484966336167474,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7734274852589368,0.8365350928366287,0
-0.10799146437383668,9,0,3,0,0,0,0,5,1,-0.1365990131458695,-0.5986595165155467,-4.942286214662998,3.3405707981337596,2,-1.2060543163867548,-0.3637357618084876,1.2405479388913685,-1.7205427207765935,-2.142057033892784,1
-1.0777251503468748,9,2,6,0,2,2,0,1,4,1.449750115903386,0.18020294353737087,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.9575713578897059,0.7763120216989501,0.8365350928366287,0
-0.011018095776532877,4,1,3,0,0,2,0,1,4,-0.5410395089183282,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.9575713578897059,0.7751582071229448,0.8365350928366287,0
0.37687537861268233,9,1,5,1,2,0,1,6,0,0.5152177081961514,1.7379278636432063,0.20103133533451345,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.7168905710346755,0.3328624952903114,0
-0.2049648329711405,9,1,5,0,2,0,0,1,1,0.8725389229077412,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.9575713578897059,0.7751582071229448,0.8365350928366287,1
-0.3989115701657481,9,0,5,0,0,0,1,6,4,0.7429608999903514,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.7122753127306541,0.3328624952903114,0
-1.1746985189441785,1,1,1,1,0,0,0,6,1,-0.7412964534270214,-0.20922828648908795,0.20103133533451345,1.4946074069997437,0,-1.2060543163867548,-1.1854476345842437,-1.2409390022001279,-1.339783910694833,-0.9147793298985275,0
0.6677954844045938,0,2,7,1,0,0,1,6,2,-0.5096266548777489,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.714582941882665,0.3328624952903114,0
-0.5928583073603557,0,1,6,0,0,0,0,1,3,-0.5803055764690523,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.9575713578897059,0.7740043925469396,0.8365350928366287,0
-0.2049648329711405,9,1,6,0,2,2,0,5,3,-0.5645991494487628,-0.5986595165155467,0.20103133533451345,1.4946074069997437,0,-1.2060543163867548,-1.2717619069346335,-2.0681013158972923,-1.1159438829497983,-0.9147793298985275,0
-0.6898316759576595,7,1,3,1,2,0,1,4,1,0.5348507419715135,0.18020294353737087,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,1.5282730881121709,-0.28317211265604075,0.7174674783226783,0.8365350928366287,0
1.055688958793809,9,2,6,0,0,0,0,4,0,-0.41538809275601096,-0.20922828648908795,0.20103133533451345,-0.3513559841342726,1,-1.9098630155594636,-1.0646076532937028,-0.06549781957783943,-1.3576680366229157,-1.2256715801360163,0
-0.9807517817495709,1,2,0,1,2,0,1,4,3,-0.003094383473407392,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,1.5282730881121709,-0.28317211265604075,0.7168905710346755,0.8365350928366287,0
0.7647688530018976,9,1,6,0,0,0,0,1,2,-0.8433882290589042,1.7379278636432063,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.9575713578897059,0.7734274852589368,0.8365350928366287,0
-1.1746985189441785,1,2,2,0,2,0,1,4,4,1.0531628336410723,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,1.5282730881121709,-0.28317211265604075,0.7168905710346755,0.8365350928366287,0
-0.3989115701657481,1,1,1,0,2,0,1,6,4,-0.784489127732818,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.7140060345946622,0.3328624952903114,0
0.5708221158072899,4,0,3,0,0,0,0,7,4,0.9510710580091895,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,-0.11834996311984088,-0.6554780023528164,-0.32670697127168163,0.2876715487606912,0.3980276831130174,0
-0.8837784131522671,9,2,7,0,2,0,0,6,4,-0.6784707453458627,-0.5986595165155467,0.20103133533451345,1.4946074069997437,0,-1.2060543163867548,-1.1854476345842437,-1.2409390022001279,-1.3195921556147396,-0.9147793298985275,0
-1.9504854677226091,8,2,7,0,0,0,0,8,1,-0.4703605873270248,0.18020294353737087,0.20103133533451345,5.186534189267776,0,-0.7581760532768491,1.763047908905237,-1.9592641693581916,-1.525548057431692,-2.7543382778102616,0
-0.4958849387630519,7,1,3,1,2,0,0,6,3,-0.8865809033647007,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,-1.2060543163867548,-1.1854476345842437,-1.2409390022001279,-1.3138230827347133,-0.9147793298985275,0
-0.2049648329711405,1,1,2,1,1,1,1,4,0,0.6801351919091928,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,1.5282730881121709,-0.28317211265604075,0.7763120216989501,0.8365350928366287,0
3.480023173726404,5,1,6,0,0,0,0,1,2,-0.5135532616328213,-0.5986595165155467,0.20103133533451345,1.4946074069997437,0,-1.142071707371054,0.7721600623227091,0.4786879131176639,-1.5705468258959,-2.3742080155111576,0
0.47384874720998615,2,0,5,0,2,0,0,3,3,-0.17979168745166607,0.18020294353737087,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7728505779709345,0.8365350928366287,0
-0.7868050445549634,3,1,0,0,2,2,0,6,0,0.32674058395267547,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,-1.2060543163867548,-1.1854476345842437,-1.2409390022001279,-1.3317072086627957,-0.9147793298985275,0
-0.10799146437383668,4,2,6,1,0,0,0,6,2,0.6094562703178893,-0.20922828648908795,0.20103133533451345,-0.3513559841342726,1,-1.2060543163867548,-1.1854476345842437,-1.2409390022001279,-1.3236305066307585,-0.9147793298985275,0
-0.7868050445549634,0,1,6,0,0,0,1,7,2,-0.48999362110238687,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,-0.11834996311984088,-0.6554780023528164,-0.32670697127168163,0.5599717886979498,0.3980276831130174,0
-1.0777251503468748,0,2,2,0,0,0,0,6,1,-0.6981037791212248,-0.20922828648908795,0.20103133533451345,-0.3513559841342726,1,-1.2060543163867548,-1.1854476345842437,-1.2409390022001279,-1.339783910694833,-0.9147793298985275,0
0.37687537861268233,7,1,5,0,0,0,0,1,1,0.33066719070774786,-0.20922828648908795,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.9575713578897059,0.7780427435629581,0.8365350928366287,0
-0.7868050445549634,7,1,3,0,0,2,0,3,0,-0.3918284522255765,0.18020294353737087,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7705429488189235,0.8365350928366287,0
1.540555801780328,5,1,6,0,2,0,0,4,4,-0.018800810493697053,-0.5986595165155467,0.20103133533451345,3.3405707981337596,0,-1.9098630155594636,-1.0646076532937028,-0.06549781957783943,-1.362283294926937,-1.2256715801360163,0
-0.6898316759576595,1,1,2,0,2,0,0,6,2,0.024391863812099512,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,-1.2060543163867548,-1.1854476345842437,-1.2409390022001279,-1.3236305066307585,-0.9147793298985275,0
-0.10799146437383668,4,1,3,0,0,0,0,1,0,-0.16408526043137642,0.18020294353737087,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.9575713578897059,0.7757351144109477,0.8365350928366287,0
-1.5625919933333938,9,1,6,0,2,2,0,9,3,-0.6588377115705006,-0.20922828648908795,-4.9891857667906345,1.4946074069997437,2,-2.2297760606379677,-2.072758354346294,2.3289194042823746,-1.644967866048244,-2.022587522884492,1
-0.6898316759576595,0,2,6,0,2,0,0,6,2,-0.44680094679659027,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,-1.2060543163867548,-1.1854476345842437,-1.2409390022001279,-1.3236305066307585,-0.9147793298985275,0
1.7345025389749356,2,0,6,0,0,0,1,4,2,-0.851241442569049,-0.20922828648908795,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,1.5282730881121709,-0.28317211265604075,0.7180443856106806,0.8365350928366287,0
-1.0777251503468748,0,2,6,0,2,0,1,4,0,-0.9690396452212214,9.526552464172383,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,1.5282730881121709,-0.28317211265604075,0.7716967633949288,0.8365350928366287,0
-0.8837784131522671,0,1,6,0,2,0,0,1,2,-0.5645991494487628,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.9575713578897059,0.7745812998349425,0.8365350928366287,0
-1.2716718875414823,0,1,6,0,0,0,1,6,4,-0.25832382255311437,0.9590654035902885,0.20103133533451345,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.712852220018657,0.3328624952903114,0
1.9284492761695433,0,0,5,0,2,0,0,9,4,0.8803921364178859,-0.5986595165155467,0.20103133533451345,1.4946074069997437,0,-0.7581760532768491,1.0690811592080618,0.6528273475802244,-1.5780466206399346,-2.7543382778102616,1
1.4435824331830243,2,1,5,0,2,2,0,8,1,-0.09340633884007293,-0.5986595165155467,0.20103133533451345,3.3405707981337596,0,-2.2297760606379677,-1.9829915111018965,2.960174854209159,-1.662851991976327,-2.022587522884492,0
-0.3019382015684443,1,1,2,0,2,0,0,6,4,-0.20727793473717296,-0.20922828648908795,0.20103133533451345,-0.3513559841342726,1,-1.2060543163867548,-1.1854476345842437,-1.2409390022001279,-1.3195921556147396,-0.9147793298985275,0
1.1526623273911127,0,1,7,0,2,0,1,0,4,0.5741168095222376,-0.5986595165155467,-4.973552582748089,1.4946074069997437,2,-1.2060543163867548,0.29225270805450443,1.284082797507008,-1.7118891114565535,-2.142057033892784,1
0.5708221158072899,7,1,3,0,2,0,0,0,1,-0.3015164968589109,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,-1.2060543163867548,-0.8712636832288032,-1.4368458659705088,-1.2786317381665504,-0.9147793298985275,0
0.18292864141807474,1,0,1,0,2,0,0,6,4,-0.945480004690787,-0.20922828648908795,0.20103133533451345,-0.3513559841342726,1,-1.2060543163867548,-1.1854476345842437,-1.2409390022001279,-1.350168241878881,-0.9147793298985275,0
-0.4958849387630519,0,2,6,0,2,0,0,3,1,0.7468875067454238,0.18020294353737087,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7722736706829316,0.8365350928366287,0
0.8617422215992013,9,0,7,0,2,2,0,8,2,-0.69025056561108,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,-2.2297760606379677,-1.9829915111018965,2.960174854209159,-1.6541983826562867,-2.022587522884492,0
-1.0777251503468748,7,0,3,0,0,2,1,4,1,0.40919932580919616,0.18020294353737087,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,1.5282730881121709,-0.28317211265604075,0.7174674783226783,0.8365350928366287,0
-0.7868050445549634,1,1,2,0,0,0,0,7,1,3.275622257012059,-0.20922828648908795,-4.978763644095604,1.4946074069997437,2,-0.11834996311984088,-0.6554780023528164,-0.32670697127168163,0.3286319662088804,0.3980276831130174,1
-0.3019382015684443,6,1,6,0,0,0,0,6,0,0.5427039554816583,-0.5986595165155467,0.20103133533451345,1.4946074069997437,0,-1.2060543163867548,-1.1854476345842437,-1.2409390022001279,-1.3317072086627957,-0.9147793298985275,0
-0.10799146437383668,9,2,5,1,0,0,1,4,1,0.6879884054193376,0.5696341735638297,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,1.5282730881121709,-0.28317211265604075,0.7174674783226783,0.8365350928366287,1
1.055688958793809,7,1,3,1,2,0,1,3,1,1.3319519132512136,0.18020294353737087,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7734274852589368,0.8365350928366287,1
-1.1746985189441785,0,2,3,0,2,0,0,6,3,-0.7766359142226731,0.18020294353737087,0.20103133533451345,-0.3513559841342726,1,-1.2060543163867548,-1.1854476345842437,-1.2409390022001279,-1.3443991689988546,-0.9147793298985275,0
-0.5928583073603557,4,1,6,0,2,0,0,6,4,-0.7059569926313697,0.5696341735638297,0.20103133533451345,-0.3513559841342726,1,-1.2060543163867548,-1.1854476345842437,-1.2409390022001279,-1.350168241878881,-0.9147793298985275,0
-0.8837784131522671,9,2,3,0,2,2,0,1,3,2.007328275123669,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.9575713578897059,0.7757351144109477,0.8365350928366287,1
-0.8837784131522671,0,1,6,0,2,0,0,1,2,-0.6313514642849938,0.9590654035902885,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.9575713578897059,0.7734274852589368,0.8365350928366287,0
-0.8837784131522671,0,2,6,0,2,0,1,4,4,0.39349289878890653,-0.20922828648908795,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,1.5282730881121709,-0.28317211265604075,0.7168905710346755,0.8365350928366287,0
-0.2049648329711405,6,2,6,0,0,0,1,6,2,0.7940067878062929,-0.20922828648908795,0.20103133533451345,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.7116984054426517,0.3328624952903114,0
-0.6898316759576595,10,1,2,0,0,0,1,4,0,-0.965113038466149,1.3484966336167474,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,1.5282730881121709,-0.28317211265604075,0.7716967633949288,0.8365350928366287,0
-0.7868050445549634,9,2,6,0,0,0,0,1,3,0.02831847056717193,3.6850840137755005,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.9575713578897059,0.7757351144109477,0.8365350928366287,0
1.3466090645857205,9,1,5,1,2,0,0,0,1,1.7324658022686,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,-1.2060543163867548,-0.8712636832288032,-1.4368458659705088,-1.2786317381665504,-0.9147793298985275,0
0.08595527282077094,0,0,3,0,2,0,1,4,3,-0.20727793473717296,-0.20922828648908795,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,1.5282730881121709,-0.28317211265604075,0.7728505779709345,0.8365350928366287,0
1.8314759075722395,7,1,0,1,0,0,0,1,2,-0.6431312845502111,1.7379278636432063,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.9575713578897059,0.7740043925469396,0.8365350928366287,0
1.6375291703776318,5,1,6,0,2,0,0,0,2,0.4602452136251376,-0.5986595165155467,-4.99439682813815,1.4946074069997437,2,-1.2060543163867548,-0.8712636832288032,-1.4368458659705088,-1.3017080296866572,-0.9147793298985275,0
-0.2049648329711405,2,0,6,0,2,0,0,7,2,-0.018800810493697053,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,-0.11834996311984088,-0.6554780023528164,-0.32670697127168163,0.26228762808857353,0.3980276831130174,0
0.5708221158072899,0,1,6,0,2,0,1,6,3,-0.38790184547050405,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.712852220018657,0.3328624952903114,0
-0.3019382015684443,10,2,6,0,2,2,0,7,3,-0.6352780710400662,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,-0.11834996311984088,-0.6554780023528164,-0.32670697127168163,0.3067094892647789,0.3980276831130174,0
0.6677954844045938,7,2,2,0,1,1,1,4,2,2.2704109277135207,0.18020294353737087,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,1.5282730881121709,-0.28317211265604075,0.7728505779709345,0.8365350928366287,1
0.47384874720998615,0,2,6,0,0,0,0,1,2,0.9746306985396239,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.9575713578897059,0.7745812998349425,0.8365350928366287,1
-0.3989115701657481,1,1,1,0,2,0,1,3,4,-0.945480004690787,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7734274852589368,0.8365350928366287,0
-0.011018095776532877,10,2,3,0,2,0,0,3,1,0.16967631374977887,0.9590654035902885,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7722736706829316,0.8365350928366287,0
-0.2049648329711405,1,1,2,0,0,0,0,7,3,-0.3015164968589109,-0.20922828648908795,0.20103133533451345,1.4946074069997437,0,-0.11834996311984088,-0.6554780023528164,-0.32670697127168163,0.3067094892647789,0.3980276831130174,0
0.37687537861268233,1,1,3,1,0,0,1,4,3,0.5230709217062962,-0.20922828648908795,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,1.5282730881121709,-0.28317211265604075,0.7728505779709345,0.8365350928366287,0
-1.46561862473609,6,1,6,0,2,0,1,6,0,0.06758453811789608,-0.20922828648908795,0.20103133533451345,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.712852220018657,0.3328624952903114,0
-0.9807517817495709,1,2,1,0,2,0,1,3,3,-0.4782138008371696,0.9590654035902885,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7728505779709345,0.8365350928366287,0
0.27990201001537857,4,1,5,0,0,0,0,7,3,0.000832223281665023,-0.20922828648908795,0.20103133533451345,-0.3513559841342726,1,-0.11834996311984088,-0.6554780023528164,-0.32670697127168163,0.3067094892647789,0.3980276831130174,0
1.7345025389749356,5,1,1,1,0,0,1,6,1,0.04402489758746159,0.18020294353737087,0.20103133533451345,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.712852220018657,0.3328624952903114,0
-0.8837784131522671,9,1,5,0,2,0,1,6,4,-0.3918284522255765,1.3484966336167474,0.20103133533451345,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.7122753127306541,0.3328624952903114,0
1.2496356959884165,4,1,6,0,0,0,0,3,3,0.8646857093975964,-0.20922828648908795,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7728505779709345,0.8365350928366287,0
1.1526623273911127,0,1,7,0,0,0,0,1,3,-0.6509844980603559,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.9575713578897059,0.7768889289869529,0.8365350928366287,0
-0.3019382015684443,4,1,6,1,0,2,0,0,0,-0.7098835993864421,-0.5986595165155467,0.20103133533451345,1.4946074069997437,0,-1.2060543163867548,-0.8712636832288032,-1.4368458659705088,-1.2786317381665504,-0.9147793298985275,0
1.7345025389749356,0,1,3,1,2,0,0,3,3,-0.6038652169994869,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7728505779709345,0.8365350928366287,0
-0.3019382015684443,7,1,3,0,2,2,0,6,2,0.7036948324396273,0.18020294353737087,0.20103133533451345,-0.3513559841342726,1,-1.2060543163867548,-1.1854476345842437,-1.2409390022001279,-1.3588218511989212,-0.9147793298985275,0
-0.2049648329711405,0,2,7,0,2,0,0,6,0,-0.25832382255311437,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,-1.2060543163867548,-1.1854476345842437,-1.2409390022001279,-1.3317072086627957,-0.9147793298985275,0
-0.6898316759576595,7,2,2,0,2,0,0,0,2,0.8882453499280308,-0.20922828648908795,0.20103133533451345,-0.3513559841342726,1,-1.2060543163867548,-0.8712636832288032,-1.4368458659705088,-1.2757472017265372,-0.9147793298985275,0
0.47384874720998615,7,1,3,1,2,0,0,6,0,-0.02665402400384188,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,-1.2060543163867548,-1.1854476345842437,-1.2409390022001279,-1.3680523678069638,-0.9147793298985275,0
0.37687537861268233,2,1,5,0,0,0,1,6,1,0.008685436791809853,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.7134291273066593,0.3328624952903114,0
-0.2049648329711405,1,1,1,0,2,0,1,3,2,0.5191443149512238,-0.20922828648908795,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7757351144109477,0.8365350928366287,0
-0.5928583073603557,1,1,2,0,0,0,1,4,3,-0.9808194654864387,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,-1.142071707371054,0.8204960548389401,0.15217647350036193,-1.6841975616324254,-2.3742080155111576,0
0.6677954844045938,4,1,6,0,2,0,0,3,4,-0.5253330818980386,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,-1.9098630155594636,-1.9173926641156023,1.5017570905852093,-1.4955488784555533,-1.2256715801360163,0
1.8314759075722395,0,1,6,0,2,2,0,3,4,-0.6470578913052835,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,-1.9098630155594636,-1.9173926641156023,1.5017570905852093,-1.4632420703274038,-1.2256715801360163,0
1.055688958793809,1,1,0,1,2,2,0,1,2,0.1578964934845616,-0.20922828648908795,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.9575713578897059,0.7745812998349425,0.8365350928366287,0
-0.8837784131522671,1,1,1,0,2,0,1,4,4,0.5858966297874548,-0.20922828648908795,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,1.5282730881121709,-0.28317211265604075,0.7168905710346755,0.8365350928366287,0
1.540555801780328,4,1,6,0,2,2,0,7,4,-0.5999386102444144,-0.5986595165155467,0.20103133533451345,1.4946074069997437,0,-0.11834996311984088,-0.6554780023528164,-0.32670697127168163,0.2876715487606912,0.3980276831130174,0
-0.10799146437383668,0,1,6,0,0,0,1,4,1,-0.4782138008371696,-0.20922828648908795,0.20103133533451345,-0.3513559841342726,1,0.8413891721156713,1.5282730881121709,-0.28317211265604075,0.7728505779709345,0.8365350928366287,0
0.08595527282077094,2,1,6,0,2,0,0,7,3,2.3450164560598967,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,-0.11834996311984088,-0.6554780023528164,-0.32670697127168163,0.3067094892647789,0.3980276831130174,1
0.08595527282077094,4,0,1,0,2,0,0,7,2,-0.43109451977630064,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,1,-0.11834996311984088,-0.6554780023528164,-0.32670697127168163,0.26228762808857353,0.3980276831130174,0
1.2496356959884165,7,1,3,1,0,0,1,6,2,-0.21120454149224538,0.5696341735638297,0.20103133533451345,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.714582941882665,0.3328624952903114,0
